deviceId;fecha_hora;pozo;caudal;presion;actividad;numero_prueba
ColpetroleumRsu8;2025-12-06 21:32:30;MN-48;0;3,13;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:34;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:38;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:42;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:46;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:50;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:54;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:58;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:02;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:06;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:10;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:14;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:18;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:22;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:26;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:30;MN-48;0;3,13;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:34;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:38;MN-48;0;3,13;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:42;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:46;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:50;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:54;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:33:58;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:34:02;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:34:06;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:34:10;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:34:14;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:34:18;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:34:22;MN-48;0;3,76;FUERA DE VIAJE;2
